county_name,state_name,total_acres,avg_acres_per_decade,num_decades,urbanization_rate,scenario,scenario_description,spatial_level,time_period,generated_date
Chowan County,North Carolina,84206.97,5613.8,5,16841.39,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lafayette County,Florida,84105.26,4205.26,5,16821.05,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Woodford County,Illinois,83920.76,4196.04,5,16784.15,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Holmes County,Mississippi,83894.85,4194.74,5,16778.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Greene County,North Carolina,83807.0,4190.35,5,16761.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
White County,Indiana,83680.68,4184.03,5,16736.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Henry County,Missouri,83670.39,4183.52,5,16734.08,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clinton County,Indiana,83615.39,4180.77,5,16723.08,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Morgan County,Illinois,83561.41,4178.07,5,16712.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Meagher County,Montana,83542.08,3341.68,5,16708.42,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Benton County,Minnesota,83418.15,4170.91,5,16683.63,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hancock County,West Virginia,83266.48,4163.32,5,16653.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
King and Queen County,Virginia,83204.94,4160.25,5,16640.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Roseau County,Minnesota,83067.68,4153.38,5,16613.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Saguache County,Colorado,82969.19,3318.77,5,16593.84,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
King George County,Virginia,82921.62,4146.08,5,16584.32,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Decatur County,Indiana,82902.67,4145.13,5,16580.53,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Franklin Parish,Louisiana,82670.25,3306.81,5,16534.05,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Steele County,Minnesota,82510.75,4125.54,5,16502.15,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Northumberland County,Virginia,82477.97,4123.9,5,16495.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Madison County,Nebraska,82294.45,3291.78,5,16458.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Johnson County,Arkansas,82277.36,4113.87,5,16455.47,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rockcastle County,Kentucky,82238.74,4111.94,5,16447.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wilbarger County,Texas,82218.02,4110.9,5,16443.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jefferson County,Montana,82009.59,3280.38,5,16401.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Todd County,Minnesota,81974.06,4098.7,5,16394.81,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lumpkin County,Georgia,81936.65,4096.83,5,16387.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dallas County,Iowa,81932.33,4096.62,5,16386.47,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grainger County,Tennessee,81796.53,4089.83,5,16359.31,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dallas County,Missouri,81698.4,3267.94,5,16339.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mineral County,West Virginia,81519.86,4075.99,5,16303.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wilkinson County,Georgia,81511.6,4075.58,5,16302.32,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Elbert County,Georgia,81499.43,4074.97,5,16299.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
New Madrid County,Missouri,81444.9,5429.66,5,16288.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Massac County,Illinois,81416.25,4070.81,5,16283.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
LaGrange County,Indiana,81339.36,4066.97,5,16267.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harrison County,Ohio,81309.61,4065.48,5,16261.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Forest County,Wisconsin,81232.99,4061.65,5,16246.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dickinson County,Kansas,81183.8,3247.35,5,16236.76,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McPherson County,Kansas,81179.02,3247.16,5,16235.8,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
San Miguel County,Colorado,81162.84,3246.51,5,16232.57,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harvey County,Kansas,81158.15,3246.33,5,16231.63,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fayette County,Illinois,81125.17,4056.26,5,16225.03,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Perquimans County,North Carolina,81111.4,4055.57,5,16222.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fulton County,Pennsylvania,81079.55,4053.98,5,16215.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Nevada County,Arkansas,81069.42,4053.47,5,16213.88,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Adair County,Missouri,81056.27,4052.81,5,16211.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marshall County,Iowa,80970.66,4048.53,5,16194.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Vernon County,Wisconsin,80959.79,4047.99,5,16191.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Caldwell County,Kentucky,80921.28,4046.06,5,16184.26,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Polk County,Tennessee,80889.72,4044.49,5,16177.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Eastland County,Texas,80838.97,3233.56,5,16167.79,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lamb County,Texas,80828.15,4041.41,5,16165.63,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fulton County,Indiana,80694.62,4034.73,5,16138.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clarke County,Virginia,80633.27,4031.66,5,16126.65,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Webster County,Iowa,80600.38,4030.02,5,16120.08,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Seward County,Kansas,80413.91,3216.56,5,16082.78,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McDowell County,West Virginia,80257.21,5350.48,5,16051.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Haskell County,Oklahoma,80228.3,3209.13,5,16045.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Latimer County,Oklahoma,80184.43,3207.38,5,16036.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Haskell County,Texas,80176.47,3207.06,5,16035.29,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Perry County,Mississippi,80059.73,4002.99,5,16011.95,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fulton County,Arkansas,80023.9,5334.93,5,16004.78,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Coahoma County,Mississippi,80003.1,4000.15,5,16000.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Douglas County,Minnesota,79942.97,3997.15,5,15988.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Alexander County,Illinois,79919.51,3995.98,5,15983.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lafayette County,Arkansas,79837.82,3991.89,5,15967.56,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Freeborn County,Minnesota,79813.28,3990.66,5,15962.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Claiborne County,Tennessee,79672.6,3983.63,5,15934.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Valley County,Idaho,79655.7,3186.23,5,15931.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Osage County,Kansas,79623.82,3184.95,5,15924.76,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Page County,Virginia,79603.38,3980.17,5,15920.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carroll County,Indiana,79598.18,3979.91,5,15919.64,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Archer County,Texas,79525.03,3181.0,5,15905.01,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Nolan County,Texas,79320.18,3172.81,5,15864.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marion County,Iowa,79226.5,3961.33,5,15845.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carroll County,Iowa,79203.01,3960.15,5,15840.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chicot County,Arkansas,79061.64,3953.08,5,15812.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lancaster County,Virginia,79046.82,3952.34,5,15809.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Taylor County,Kentucky,79028.77,3951.44,5,15805.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fremont County,Idaho,79006.06,3160.24,5,15801.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Tippah County,Mississippi,78957.63,3947.88,5,15791.53,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wayne County,Kentucky,78893.49,3944.67,5,15778.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Howard County,Arkansas,78763.43,5250.9,5,15752.69,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lamar County,Georgia,78669.67,3933.48,5,15733.93,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gonzales County,Texas,78633.39,3145.34,5,15726.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Adair County,Oklahoma,78626.72,3145.07,5,15725.34,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kingfisher County,Oklahoma,78616.9,3144.68,5,15723.38,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Park County,Montana,78319.92,3132.8,5,15663.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sabine County,Texas,78242.43,3912.12,5,15648.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pike County,Indiana,78206.28,3910.31,5,15641.26,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wabash County,Indiana,78070.28,3903.51,5,15614.06,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Madison Parish,Louisiana,77962.51,3118.5,5,15592.5,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. John the Baptist Parish,Louisiana,77919.12,5194.61,5,15583.82,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wyoming County,West Virginia,77897.0,5193.13,5,15579.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Boyle County,Kentucky,77883.47,3894.17,5,15576.69,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hart County,Kentucky,77869.81,3893.49,5,15573.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Calhoun County,Mississippi,77842.24,3892.11,5,15568.45,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cross County,Arkansas,77835.13,3891.76,5,15567.03,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Oldham County,Texas,77764.19,3888.21,5,15552.84,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Castro County,Texas,77688.74,3884.44,5,15537.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wadena County,Minnesota,77662.2,3883.11,5,15532.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Oregon County,Missouri,77485.2,3874.26,5,15497.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Le Sueur County,Minnesota,77411.9,3870.59,5,15482.38,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Adams County,Nebraska,77371.5,3094.86,5,15474.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Perry County,Missouri,77115.61,3855.78,5,15423.12,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Isanti County,Minnesota,77019.74,3850.99,5,15403.95,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Plymouth County,Iowa,76998.04,3849.9,5,15399.61,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
